source,source_name,target,target_name,source_affiliation,target_affiliation,publications_xid,publications_title,publications_abtract
ur.010466517521.57,"Miller, J. Mitchell",ur.011646271766.59,"Miller, Holly Ventura",UNF,UNF,['pub.1152787034'],['Marijuana Enforcement since Drug Policy Reform: An Exploration of Officer Discretion in Six States'],"['Marijuana enforcement remains a major point of entry to the criminal justice system despite broad state level reforms. The knowledge base on marijuana enforcement, however, is small and predates the current national decriminalization-legalization movement and is comprised almost entirely of survey data on officer attitudes regarding drug law, policy, and strategy, generally, rather than marijuana specifically. Focusing instead on officer self-reported behavior and expressed enforcement intent, multiple US COPS Office and US Bureau of Justice Assistance grants enabled focus group interview exploration of how marijuana enforcement has been impacted since policy reform. Data were obtained from 148 sworn officers in seven agencies across six states that indicated marijuana incident outcomes are heavily dependent on officer discretion. Incident resolution was observed primarily as a function of situational dynamics (suspect demeanor, quantity of marijuana, and impaired driving concern), suspect background, agency prioritization of marijuana enforcement, and whether jurisdictions were prosecuting marijuana cases. Decision to arrest was correlated with officers’ age, years on force, gender, and ideological outlook regarding drug enforcement priorities and tended toward informal resolution in general and more so with younger and female officers. Despite national arrest statistics indicating otherwise, these findings suggest drug policy reform is affecting some discretionary leniency and nonenforcement of marijuana in favor of reported shiftwork focus on harder drugs and violence. Implications for drug enforcement and criminal justice more broadly center discussion and signal future research steps.']"
ur.010466517521.57,"Miller, J. Mitchell",ur.016213755653.16,"Vose, Brenda",UNF,UNF,['pub.1152787034'],['Marijuana Enforcement since Drug Policy Reform: An Exploration of Officer Discretion in Six States'],"['Marijuana enforcement remains a major point of entry to the criminal justice system despite broad state level reforms. The knowledge base on marijuana enforcement, however, is small and predates the current national decriminalization-legalization movement and is comprised almost entirely of survey data on officer attitudes regarding drug law, policy, and strategy, generally, rather than marijuana specifically. Focusing instead on officer self-reported behavior and expressed enforcement intent, multiple US COPS Office and US Bureau of Justice Assistance grants enabled focus group interview exploration of how marijuana enforcement has been impacted since policy reform. Data were obtained from 148 sworn officers in seven agencies across six states that indicated marijuana incident outcomes are heavily dependent on officer discretion. Incident resolution was observed primarily as a function of situational dynamics (suspect demeanor, quantity of marijuana, and impaired driving concern), suspect background, agency prioritization of marijuana enforcement, and whether jurisdictions were prosecuting marijuana cases. Decision to arrest was correlated with officers’ age, years on force, gender, and ideological outlook regarding drug enforcement priorities and tended toward informal resolution in general and more so with younger and female officers. Despite national arrest statistics indicating otherwise, these findings suggest drug policy reform is affecting some discretionary leniency and nonenforcement of marijuana in favor of reported shiftwork focus on harder drugs and violence. Implications for drug enforcement and criminal justice more broadly center discussion and signal future research steps.']"
ur.010466517521.57,"Miller, J. Mitchell",ur.012266061425.16,"Koskinen, Stephanie M.",UNF,UF,['pub.1152787034'],['Marijuana Enforcement since Drug Policy Reform: An Exploration of Officer Discretion in Six States'],"['Marijuana enforcement remains a major point of entry to the criminal justice system despite broad state level reforms. The knowledge base on marijuana enforcement, however, is small and predates the current national decriminalization-legalization movement and is comprised almost entirely of survey data on officer attitudes regarding drug law, policy, and strategy, generally, rather than marijuana specifically. Focusing instead on officer self-reported behavior and expressed enforcement intent, multiple US COPS Office and US Bureau of Justice Assistance grants enabled focus group interview exploration of how marijuana enforcement has been impacted since policy reform. Data were obtained from 148 sworn officers in seven agencies across six states that indicated marijuana incident outcomes are heavily dependent on officer discretion. Incident resolution was observed primarily as a function of situational dynamics (suspect demeanor, quantity of marijuana, and impaired driving concern), suspect background, agency prioritization of marijuana enforcement, and whether jurisdictions were prosecuting marijuana cases. Decision to arrest was correlated with officers’ age, years on force, gender, and ideological outlook regarding drug enforcement priorities and tended toward informal resolution in general and more so with younger and female officers. Despite national arrest statistics indicating otherwise, these findings suggest drug policy reform is affecting some discretionary leniency and nonenforcement of marijuana in favor of reported shiftwork focus on harder drugs and violence. Implications for drug enforcement and criminal justice more broadly center discussion and signal future research steps.']"
ur.010466517521.57,"Miller, J. Mitchell",ur.012123446530.06,"Jossie, McKenzie L.",UNF,UF,"['pub.1152787034', 'pub.1153668756']","['Marijuana Enforcement since Drug Policy Reform: An Exploration of Officer Discretion in Six States', 'COVID, Crime & Criminal Justice: Affirming the Call for System Reform Research']","['Marijuana enforcement remains a major point of entry to the criminal justice system despite broad state level reforms. The knowledge base on marijuana enforcement, however, is small and predates the current national decriminalization-legalization movement and is comprised almost entirely of survey data on officer attitudes regarding drug law, policy, and strategy, generally, rather than marijuana specifically. Focusing instead on officer self-reported behavior and expressed enforcement intent, multiple US COPS Office and US Bureau of Justice Assistance grants enabled focus group interview exploration of how marijuana enforcement has been impacted since policy reform. Data were obtained from 148 sworn officers in seven agencies across six states that indicated marijuana incident outcomes are heavily dependent on officer discretion. Incident resolution was observed primarily as a function of situational dynamics (suspect demeanor, quantity of marijuana, and impaired driving concern), suspect background, agency prioritization of marijuana enforcement, and whether jurisdictions were prosecuting marijuana cases. Decision to arrest was correlated with officers’ age, years on force, gender, and ideological outlook regarding drug enforcement priorities and tended toward informal resolution in general and more so with younger and female officers. Despite national arrest statistics indicating otherwise, these findings suggest drug policy reform is affecting some discretionary leniency and nonenforcement of marijuana in favor of reported shiftwork focus on harder drugs and violence. Implications for drug enforcement and criminal justice more broadly center discussion and signal future research steps.', 'Early into the COVID-19 pandemic, Miller & Blumstein (2020) outlined a theoretical research program (TRP) oriented around themes of contagion control and containment, legal amnesty, system leniency, nonenforcement, and tele-justice. Here, two and a half years later, these lingering themes are revisited to advocate for empirical research informing criminal justice system reform. The pandemic created rare natural experiment research conditions that enable unique and potentially valuable insights on necessitated innovations that may indicate future justice practices and policies. Given the sweeping effects of the shutdown, examples are numerous ranging from staffing analyses to estimate agencies’ personnel needs to ensure that basic public safety functions can be met after early retirements and resignations from virus risk and anti-police sentiment, the use of virtual communication in various legal proceedings at arrest, incarceration, and release junctures, and, especially, the risks versus benefits of early release. In addition to better identifying who should be jailed pre-trial, prioritization of calls for service, triaging of court cases, and hygiene and sanitation issues within facilities are other important examples central to a COVID and crime TRP. Attending research could demonstrate the utility of normative operations and identify shortfalls to be addressed during anomic conditions prior to another shutdown or similar event and present, through comparison of innovative and traditional derived outcomes, system reform and improvement opportunities. By seizing upon rare data made possible by natural experimental COVID generated conditions, researchers can meaningfully investigate the ongoing applicability of justice system adaptations mandated by the pandemic in terms of effectiveness and efficiency toward the interrelated goals of evidence-based practice discovery and justice reform.']"
ur.0663242321.49,"Mashanov, Vladimir",ur.012060030471.15,"Whaley, Lauren",UNF,UNF,['pub.1147049043'],['A subterminal growth zone at arm tip likely underlies life-long indeterminate growth in brittle stars'],"['BackgroundEchinoderms are a phylum of marine invertebrates with close phylogenetic relationships to chordates. Many members of the phylum Echinodermata are capable of extensive post-traumatic regeneration and life-long indeterminate growth. Different from regeneration, the life-long elongation of the main body axis in adult echinoderms has received little attention. The anatomical location and the nature of the dividing progenitor cells contributing to adults’ growth is unknown.ResultsWe show that the proliferating cells that drive the life-long growth of adult brittle star arms are mostly localized to the subterminal (second from the tip) arm segment. Each of the major anatomical structures contains dividing progenitors. These structures include: the radial nerve, water-vascular canal, and arm coelomic wall. Some of those proliferating progenitor cells are capable of multiple rounds of cell division. Within the nervous system, the progenitor cells were identified as a subset of radial glial cells that do not express Brn1/2/4, a transcription factor with a conserved role in the neuronal fate specification. In addition to characterizing the growth zone and the nature of the precursor cells, we provide a description of the microanatomy of the four distal-most arm segments contrasting the distal with the proximal segments, which are more mature.ConclusionsThe growth of the adult brittle star arms occurs via proliferation of progenitor cells in the distal segments, which are most abundant in the second segment from the tip. At least some of the progenitors are capable of multiple rounds of cell division. Within the nervous system the dividing cells were identified as Brn1/2/4-negative radial glial cells.']"
ur.0663242321.49,"Mashanov, Vladimir",ur.01132340615.34,"Hahn, Daniel A.",UNF,UF,['pub.1149933463'],['Protein storage and reproduction increase on a diet matched to the amino acids of egg yolk protein in grasshoppers'],"['The diets of animals are essential to support development, and protein is key. Accumulation of stored nutrients can support developmental events such as molting and initiation of reproduction. Agricultural studies have addressed how dietary protein quality affects growth, but few studies have addressed the effects of dietary protein quality on developmental transitions. Studies on how dietary quality may affect protein storage and development are possible in arthropods, which store proteins in the hemolymph. We hypothesized that diets with a composition of amino acids that matches the precursor of egg yolk protein (vitellogenin, Vg) will be high quality and support both egg production and accumulation of storage proteins. Grasshoppers were fed one of two isonitrogenous solutions of amino acids daily: Vg-balanced (matched to Vg) or Unbalanced (same total moles of amino acids, but not matched to egg yolk). We measured reproduction and storage protein levels in serial hemolymph samples from individuals. The Vg-balanced group had greater reproduction and greater cumulative levels of storage proteins than did the Unbalanced group. This occurred even though amino acids fed to the Vg-balanced group were not a better match to storage protein than were the amino acids fed to the Unbalanced group. Further, oviposition timing was best explained by a combination of diet, age at the maximum level of storage protein hexamerin-270 and accumulation of hexamerin-90. Our study tightens the link between storage proteins and commitment to reproduction, and shows that dietary protein quality is vital for protein storage and reproduction.']"
ur.0663242321.49,"Mashanov, Vladimir",ur.01032644343.06,"Short, Clancy A.",UNF,UF,['pub.1149933463'],['Protein storage and reproduction increase on a diet matched to the amino acids of egg yolk protein in grasshoppers'],"['The diets of animals are essential to support development, and protein is key. Accumulation of stored nutrients can support developmental events such as molting and initiation of reproduction. Agricultural studies have addressed how dietary protein quality affects growth, but few studies have addressed the effects of dietary protein quality on developmental transitions. Studies on how dietary quality may affect protein storage and development are possible in arthropods, which store proteins in the hemolymph. We hypothesized that diets with a composition of amino acids that matches the precursor of egg yolk protein (vitellogenin, Vg) will be high quality and support both egg production and accumulation of storage proteins. Grasshoppers were fed one of two isonitrogenous solutions of amino acids daily: Vg-balanced (matched to Vg) or Unbalanced (same total moles of amino acids, but not matched to egg yolk). We measured reproduction and storage protein levels in serial hemolymph samples from individuals. The Vg-balanced group had greater reproduction and greater cumulative levels of storage proteins than did the Unbalanced group. This occurred even though amino acids fed to the Vg-balanced group were not a better match to storage protein than were the amino acids fed to the Unbalanced group. Further, oviposition timing was best explained by a combination of diet, age at the maximum level of storage protein hexamerin-270 and accumulation of hexamerin-90. Our study tightens the link between storage proteins and commitment to reproduction, and shows that dietary protein quality is vital for protein storage and reproduction.']"
ur.0663242321.49,"Mashanov, Vladimir",ur.01134664434.25,"Jahan-Mihan, Alireza",UNF,UNF,['pub.1149933463'],['Protein storage and reproduction increase on a diet matched to the amino acids of egg yolk protein in grasshoppers'],"['The diets of animals are essential to support development, and protein is key. Accumulation of stored nutrients can support developmental events such as molting and initiation of reproduction. Agricultural studies have addressed how dietary protein quality affects growth, but few studies have addressed the effects of dietary protein quality on developmental transitions. Studies on how dietary quality may affect protein storage and development are possible in arthropods, which store proteins in the hemolymph. We hypothesized that diets with a composition of amino acids that matches the precursor of egg yolk protein (vitellogenin, Vg) will be high quality and support both egg production and accumulation of storage proteins. Grasshoppers were fed one of two isonitrogenous solutions of amino acids daily: Vg-balanced (matched to Vg) or Unbalanced (same total moles of amino acids, but not matched to egg yolk). We measured reproduction and storage protein levels in serial hemolymph samples from individuals. The Vg-balanced group had greater reproduction and greater cumulative levels of storage proteins than did the Unbalanced group. This occurred even though amino acids fed to the Vg-balanced group were not a better match to storage protein than were the amino acids fed to the Unbalanced group. Further, oviposition timing was best explained by a combination of diet, age at the maximum level of storage protein hexamerin-270 and accumulation of hexamerin-90. Our study tightens the link between storage proteins and commitment to reproduction, and shows that dietary protein quality is vital for protein storage and reproduction.']"
ur.0663242321.49,"Mashanov, Vladimir",ur.0626416374.68,"Hatle, John D.",UNF,UNF,['pub.1149933463'],['Protein storage and reproduction increase on a diet matched to the amino acids of egg yolk protein in grasshoppers'],"['The diets of animals are essential to support development, and protein is key. Accumulation of stored nutrients can support developmental events such as molting and initiation of reproduction. Agricultural studies have addressed how dietary protein quality affects growth, but few studies have addressed the effects of dietary protein quality on developmental transitions. Studies on how dietary quality may affect protein storage and development are possible in arthropods, which store proteins in the hemolymph. We hypothesized that diets with a composition of amino acids that matches the precursor of egg yolk protein (vitellogenin, Vg) will be high quality and support both egg production and accumulation of storage proteins. Grasshoppers were fed one of two isonitrogenous solutions of amino acids daily: Vg-balanced (matched to Vg) or Unbalanced (same total moles of amino acids, but not matched to egg yolk). We measured reproduction and storage protein levels in serial hemolymph samples from individuals. The Vg-balanced group had greater reproduction and greater cumulative levels of storage proteins than did the Unbalanced group. This occurred even though amino acids fed to the Vg-balanced group were not a better match to storage protein than were the amino acids fed to the Unbalanced group. Further, oviposition timing was best explained by a combination of diet, age at the maximum level of storage protein hexamerin-270 and accumulation of hexamerin-90. Our study tightens the link between storage proteins and commitment to reproduction, and shows that dietary protein quality is vital for protein storage and reproduction.']"
ur.012060030471.15,"Whaley, Lauren",ur.0663242321.49,"Mashanov, Vladimir",UNF,UNF,['pub.1147049043'],['A subterminal growth zone at arm tip likely underlies life-long indeterminate growth in brittle stars'],"['BackgroundEchinoderms are a phylum of marine invertebrates with close phylogenetic relationships to chordates. Many members of the phylum Echinodermata are capable of extensive post-traumatic regeneration and life-long indeterminate growth. Different from regeneration, the life-long elongation of the main body axis in adult echinoderms has received little attention. The anatomical location and the nature of the dividing progenitor cells contributing to adults’ growth is unknown.ResultsWe show that the proliferating cells that drive the life-long growth of adult brittle star arms are mostly localized to the subterminal (second from the tip) arm segment. Each of the major anatomical structures contains dividing progenitors. These structures include: the radial nerve, water-vascular canal, and arm coelomic wall. Some of those proliferating progenitor cells are capable of multiple rounds of cell division. Within the nervous system, the progenitor cells were identified as a subset of radial glial cells that do not express Brn1/2/4, a transcription factor with a conserved role in the neuronal fate specification. In addition to characterizing the growth zone and the nature of the precursor cells, we provide a description of the microanatomy of the four distal-most arm segments contrasting the distal with the proximal segments, which are more mature.ConclusionsThe growth of the adult brittle star arms occurs via proliferation of progenitor cells in the distal segments, which are most abundant in the second segment from the tip. At least some of the progenitors are capable of multiple rounds of cell division. Within the nervous system the dividing cells were identified as Brn1/2/4-negative radial glial cells.']"
ur.014472453705.75,"Quinn, Nathan",ur.01302000265.19,"Hamadi, Hanadi Y",UNF,UNF,['pub.1147149952'],"['Exploring life stressors, depression, and coping strategies in college students.']","[""<b>Objective:</b> College students experience a variety of stressors that can increase the risk for mental health concerns, like depression. It is crucial for practitioners working on college campuses to understand the relationship among stressful life events, depression, and coping strategies. The purpose of this study was to explore life stressors' impact on reported depressive symptoms and how adaptive and maladaptive coping strategies moderate that relationship in college students. <b>Participants:</b> Data was used from a comprehensive health behavior survey. Participants included 969 college students. <b>Methods:</b> Multivariable logistic models were used to examine the association between stressful events, depression, and coping strategies. <b>Results:</b> Results from multiple logistic regression analyses indicated that college students who experienced life stressors and participated in more negative than positive coping strategies were 2.49 (95% CI = 1.34, 4.63) times more likely to experience depression. <b>Conclusions:</b> Implications and creative interventions are provided for mental health practitioners working on college campuses.""]"
ur.014472453705.75,"Quinn, Nathan",ur.0640163054.49,"Merten, Julie W",UNF,UNF,['pub.1147149952'],"['Exploring life stressors, depression, and coping strategies in college students.']","[""<b>Objective:</b> College students experience a variety of stressors that can increase the risk for mental health concerns, like depression. It is crucial for practitioners working on college campuses to understand the relationship among stressful life events, depression, and coping strategies. The purpose of this study was to explore life stressors' impact on reported depressive symptoms and how adaptive and maladaptive coping strategies moderate that relationship in college students. <b>Participants:</b> Data was used from a comprehensive health behavior survey. Participants included 969 college students. <b>Methods:</b> Multivariable logistic models were used to examine the association between stressful events, depression, and coping strategies. <b>Results:</b> Results from multiple logistic regression analyses indicated that college students who experienced life stressors and participated in more negative than positive coping strategies were 2.49 (95% CI = 1.34, 4.63) times more likely to experience depression. <b>Conclusions:</b> Implications and creative interventions are provided for mental health practitioners working on college campuses.""]"
ur.014472453705.75,"Quinn, Nathan",ur.011732133420.33,"Terrell, Kassie R",UNF,UNF,"['pub.1147149952', 'pub.1150296139', 'pub.1152283195']","['Exploring life stressors, depression, and coping strategies in college students.', 'What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[""<b>Objective:</b> College students experience a variety of stressors that can increase the risk for mental health concerns, like depression. It is crucial for practitioners working on college campuses to understand the relationship among stressful life events, depression, and coping strategies. The purpose of this study was to explore life stressors' impact on reported depressive symptoms and how adaptive and maladaptive coping strategies moderate that relationship in college students. <b>Participants:</b> Data was used from a comprehensive health behavior survey. Participants included 969 college students. <b>Methods:</b> Multivariable logistic models were used to examine the association between stressful events, depression, and coping strategies. <b>Results:</b> Results from multiple logistic regression analyses indicated that college students who experienced life stressors and participated in more negative than positive coping strategies were 2.49 (95% CI = 1.34, 4.63) times more likely to experience depression. <b>Conclusions:</b> Implications and creative interventions are provided for mental health practitioners working on college campuses."", nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.014472453705.75,"Quinn, Nathan",ur.015534510336.20,"Boggs, C.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.014472453705.75,"Quinn, Nathan",ur.07627017536.46,"Rule, M.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.014472453705.75,"Quinn, Nathan",ur.0634752264.04,"Zeglin, R.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.014472453705.75,"Quinn, Nathan",ur.011252000536.58,"Hicks-Roof, K.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.011732133420.33,"Terrell, Kassie R",ur.01302000265.19,"Hamadi, Hanadi Y",UNF,UNF,['pub.1147149952'],"['Exploring life stressors, depression, and coping strategies in college students.']","[""<b>Objective:</b> College students experience a variety of stressors that can increase the risk for mental health concerns, like depression. It is crucial for practitioners working on college campuses to understand the relationship among stressful life events, depression, and coping strategies. The purpose of this study was to explore life stressors' impact on reported depressive symptoms and how adaptive and maladaptive coping strategies moderate that relationship in college students. <b>Participants:</b> Data was used from a comprehensive health behavior survey. Participants included 969 college students. <b>Methods:</b> Multivariable logistic models were used to examine the association between stressful events, depression, and coping strategies. <b>Results:</b> Results from multiple logistic regression analyses indicated that college students who experienced life stressors and participated in more negative than positive coping strategies were 2.49 (95% CI = 1.34, 4.63) times more likely to experience depression. <b>Conclusions:</b> Implications and creative interventions are provided for mental health practitioners working on college campuses.""]"
ur.011732133420.33,"Terrell, Kassie R",ur.014472453705.75,"Quinn, Nathan",UNF,UNF,"['pub.1147149952', 'pub.1150296139', 'pub.1152283195']","['Exploring life stressors, depression, and coping strategies in college students.', 'What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[""<b>Objective:</b> College students experience a variety of stressors that can increase the risk for mental health concerns, like depression. It is crucial for practitioners working on college campuses to understand the relationship among stressful life events, depression, and coping strategies. The purpose of this study was to explore life stressors' impact on reported depressive symptoms and how adaptive and maladaptive coping strategies moderate that relationship in college students. <b>Participants:</b> Data was used from a comprehensive health behavior survey. Participants included 969 college students. <b>Methods:</b> Multivariable logistic models were used to examine the association between stressful events, depression, and coping strategies. <b>Results:</b> Results from multiple logistic regression analyses indicated that college students who experienced life stressors and participated in more negative than positive coping strategies were 2.49 (95% CI = 1.34, 4.63) times more likely to experience depression. <b>Conclusions:</b> Implications and creative interventions are provided for mental health practitioners working on college campuses."", nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.011732133420.33,"Terrell, Kassie R",ur.0640163054.49,"Merten, Julie W",UNF,UNF,['pub.1147149952'],"['Exploring life stressors, depression, and coping strategies in college students.']","[""<b>Objective:</b> College students experience a variety of stressors that can increase the risk for mental health concerns, like depression. It is crucial for practitioners working on college campuses to understand the relationship among stressful life events, depression, and coping strategies. The purpose of this study was to explore life stressors' impact on reported depressive symptoms and how adaptive and maladaptive coping strategies moderate that relationship in college students. <b>Participants:</b> Data was used from a comprehensive health behavior survey. Participants included 969 college students. <b>Methods:</b> Multivariable logistic models were used to examine the association between stressful events, depression, and coping strategies. <b>Results:</b> Results from multiple logistic regression analyses indicated that college students who experienced life stressors and participated in more negative than positive coping strategies were 2.49 (95% CI = 1.34, 4.63) times more likely to experience depression. <b>Conclusions:</b> Implications and creative interventions are provided for mental health practitioners working on college campuses.""]"
ur.011732133420.33,"Terrell, Kassie R",ur.015534510336.20,"Boggs, C.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.011732133420.33,"Terrell, Kassie R",ur.07627017536.46,"Rule, M.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
ur.011732133420.33,"Terrell, Kassie R",ur.0634752264.04,"Zeglin, R.",UNF,UNF,"['pub.1150296139', 'pub.1152283195']","['What is the Connection Between Weight Inclusivity and Sexual Health?', 'Sex at every size: A content analysis of weight inclusivity in sexual functioning research']","[nan, 'Sexual functioning research has been slow to address sizeism within its volumes. Much of the sexual health science has adopted a weight normative model rather than a weight inclusive model. The purpose of this study was to, through systematic literature review, describe the sexual functioning research landscape with respect to weight inclusivity. The review included three databases (Google Scholar, Medline and Ebsco) between 2010 and 2020. Each article was double coded for weight inclusivity and sexual functioning. Sixty-seven articles met the criteria and were included in analysis. The articles, overall, only endorsed weight inclusive tenets 16 % of the time. Articles were most weight inclusive when discussing sexual satisfaction (22.5 %). Meanwhile, when discussing sexual arousal, the articles were the least weight inclusive (16.7 %). These findings suggest there is needs to be greater education and intention for sex educators, therapists, and clinicians, to explore and enhance body positivity and sexual health.']"
