xid,researcher_id,affiliations,full_name,Area,title,abstract
pub.1149933463,ur.01032644343.06,UF,"Short, Clancy A.",Biological Sciences,Protein storage and reproduction increase on a diet matched to the amino acids of egg yolk protein in grasshoppers,"The diets of animals are essential to support development, and protein is key. Accumulation of stored nutrients can support developmental events such as molting and initiation of reproduction. Agricultural studies have addressed how dietary protein quality affects growth, but few studies have addressed the effects of dietary protein quality on developmental transitions. Studies on how dietary quality may affect protein storage and development are possible in arthropods, which store proteins in the hemolymph. We hypothesized that diets with a composition of amino acids that matches the precursor of egg yolk protein (vitellogenin, Vg) will be high quality and support both egg production and accumulation of storage proteins. Grasshoppers were fed one of two isonitrogenous solutions of amino acids daily: Vg-balanced (matched to Vg) or Unbalanced (same total moles of amino acids, but not matched to egg yolk). We measured reproduction and storage protein levels in serial hemolymph samples from individuals. The Vg-balanced group had greater reproduction and greater cumulative levels of storage proteins than did the Unbalanced group. This occurred even though amino acids fed to the Vg-balanced group were not a better match to storage protein than were the amino acids fed to the Unbalanced group. Further, oviposition timing was best explained by a combination of diet, age at the maximum level of storage protein hexamerin-270 and accumulation of hexamerin-90. Our study tightens the link between storage proteins and commitment to reproduction, and shows that dietary protein quality is vital for protein storage and reproduction."
pub.1149933463,ur.0663242321.49,UNF,"Mashanov, Vladimir S.",Biological Sciences,Protein storage and reproduction increase on a diet matched to the amino acids of egg yolk protein in grasshoppers,"The diets of animals are essential to support development, and protein is key. Accumulation of stored nutrients can support developmental events such as molting and initiation of reproduction. Agricultural studies have addressed how dietary protein quality affects growth, but few studies have addressed the effects of dietary protein quality on developmental transitions. Studies on how dietary quality may affect protein storage and development are possible in arthropods, which store proteins in the hemolymph. We hypothesized that diets with a composition of amino acids that matches the precursor of egg yolk protein (vitellogenin, Vg) will be high quality and support both egg production and accumulation of storage proteins. Grasshoppers were fed one of two isonitrogenous solutions of amino acids daily: Vg-balanced (matched to Vg) or Unbalanced (same total moles of amino acids, but not matched to egg yolk). We measured reproduction and storage protein levels in serial hemolymph samples from individuals. The Vg-balanced group had greater reproduction and greater cumulative levels of storage proteins than did the Unbalanced group. This occurred even though amino acids fed to the Vg-balanced group were not a better match to storage protein than were the amino acids fed to the Unbalanced group. Further, oviposition timing was best explained by a combination of diet, age at the maximum level of storage protein hexamerin-270 and accumulation of hexamerin-90. Our study tightens the link between storage proteins and commitment to reproduction, and shows that dietary protein quality is vital for protein storage and reproduction."
pub.1149933463,ur.01134664434.25,UNF,"Jahan-Mihan, Alireza",Biological Sciences,Protein storage and reproduction increase on a diet matched to the amino acids of egg yolk protein in grasshoppers,"The diets of animals are essential to support development, and protein is key. Accumulation of stored nutrients can support developmental events such as molting and initiation of reproduction. Agricultural studies have addressed how dietary protein quality affects growth, but few studies have addressed the effects of dietary protein quality on developmental transitions. Studies on how dietary quality may affect protein storage and development are possible in arthropods, which store proteins in the hemolymph. We hypothesized that diets with a composition of amino acids that matches the precursor of egg yolk protein (vitellogenin, Vg) will be high quality and support both egg production and accumulation of storage proteins. Grasshoppers were fed one of two isonitrogenous solutions of amino acids daily: Vg-balanced (matched to Vg) or Unbalanced (same total moles of amino acids, but not matched to egg yolk). We measured reproduction and storage protein levels in serial hemolymph samples from individuals. The Vg-balanced group had greater reproduction and greater cumulative levels of storage proteins than did the Unbalanced group. This occurred even though amino acids fed to the Vg-balanced group were not a better match to storage protein than were the amino acids fed to the Unbalanced group. Further, oviposition timing was best explained by a combination of diet, age at the maximum level of storage protein hexamerin-270 and accumulation of hexamerin-90. Our study tightens the link between storage proteins and commitment to reproduction, and shows that dietary protein quality is vital for protein storage and reproduction."
pub.1149933463,ur.0626416374.68,UNF,"Hatle, John D.",Biological Sciences,Protein storage and reproduction increase on a diet matched to the amino acids of egg yolk protein in grasshoppers,"The diets of animals are essential to support development, and protein is key. Accumulation of stored nutrients can support developmental events such as molting and initiation of reproduction. Agricultural studies have addressed how dietary protein quality affects growth, but few studies have addressed the effects of dietary protein quality on developmental transitions. Studies on how dietary quality may affect protein storage and development are possible in arthropods, which store proteins in the hemolymph. We hypothesized that diets with a composition of amino acids that matches the precursor of egg yolk protein (vitellogenin, Vg) will be high quality and support both egg production and accumulation of storage proteins. Grasshoppers were fed one of two isonitrogenous solutions of amino acids daily: Vg-balanced (matched to Vg) or Unbalanced (same total moles of amino acids, but not matched to egg yolk). We measured reproduction and storage protein levels in serial hemolymph samples from individuals. The Vg-balanced group had greater reproduction and greater cumulative levels of storage proteins than did the Unbalanced group. This occurred even though amino acids fed to the Vg-balanced group were not a better match to storage protein than were the amino acids fed to the Unbalanced group. Further, oviposition timing was best explained by a combination of diet, age at the maximum level of storage protein hexamerin-270 and accumulation of hexamerin-90. Our study tightens the link between storage proteins and commitment to reproduction, and shows that dietary protein quality is vital for protein storage and reproduction."
pub.1149937009,ur.010747712675.93,UNF,"Zhang, Justin Zuopeng",Information and Computing Sciences,Do circular economy practices matter for financial growth? An empirical study in China,"The aggravation of environmental pollution and resource depletion has urged the international community to seek viable solutions. As the damage caused by the manufacturing industry is particularly destructive to the environment, finding an effective governance model is imperative. This study draws upon the organizational capability view to investigate the impact of circular economy practices (ecological design and investment recovery) on financial performance through environmental and innovation performance. Using structural equation modeling analyzing the data from 308 manufacturers in China by AMOS 21.0 software, we find that ecological design and investment recovery can directly enhance companies’ performance. Also, environmental and innovation performances mediate the positive effects of circular economy practices on financial performance. Meanwhile, implementing ecological design contributes to investment recovery. Our study identifies the new path of circular economy practices in promoting financial performance through environmental and innovation improvement. The findings also guide managers to effectively implement ecological design and investment recovery to maximize company benefits."
pub.1149941357,ur.015732161473.39,UNF,"Cherbonneau, Michael",Human Society,"Carjacking: Scope, Structure, Process, and Prevention","Carjacking is a violent crime with a broad motivational landscape related to the unique opportunities that a motor vehicle, as the item targeted, makes available to offenders once it is stolen. Although carjacking is technically a form of robbery, carjacking is a hybrid offense because it draws from elements of both regular robbery and motor vehicle theft. Nuanced in its etiology and expression, carjacking boasts a structure and process that require offenders to navigate multiple challenges under considerable time pressure and uncertainty. The fact that carjacking is so often opportunistic yet simultaneously requires a fair amount of calculation makes the offense even more subtle in its complexity. The purpose of this review is to examine these nuances through the lens of official data and existing empirical research. Nascent but growing, this research provides insight into the scope of the problem, the method and manner of the crime's commission, and the challenges of curbing a clear urban menace."
pub.1150075594,ur.016656464020.97,UNF,"Stapleton, Jessie N.","Commerce, Management, Tourism and Services",Religion: Coping or Cost for Student-Athletes?,"Despite governing agencies and universities pursuing evidence-based initiatives to promote positive health and well-being outcomes, intercollegiate student-athletes report significant barriers to mental wellness. According to cognitive affective stress model, coping strategies may reduce the likelihood of chronic stress and athlete burnout. As such, the purpose of this study was to examine the relationship between religious commitment, social support, and burnout among student-athletes at a religiously affiliated institution. Findings suggest both religious commitment and social support were significant predictors of athlete burnout. Interestingly though, religious commitment was positively associated with athlete burnout. Further investigation is required to examine the positive and negative nuances of religion on athlete burnout."
pub.1150076187,ur.010747712675.93,UNF,"Zhang, Justin Zuopeng",Information and Computing Sciences,Work from anywhere: remote stakeholder management and engagement," Purpose The 2019 coronavirus disease (COVID-19) pandemic has significantly disrupted the traditional ways for organizations to function, mandating their prompt adaptation and reaction to issues related to employees, operations, and communication. Therefore, the purpose of this research is to report on a total quality management (TQM) implementation as a sample motivational case to support the need for a new work from anywhere (WFA) stakeholder framework that can be used by other companies as they build, maintain, and continuously improve a WFA culture and environment for successful Quality 4.0 and COVID-19 initiatives.   Design/methodology/approach Quality 4.0 that specifies an adaptive quality environment can help organizations quickly identify and respond to problems during the COVID-19 pandemic. Analyzing a Lean Six Sigma implementation through the lens of Quality 4.0 in a case study, the authors propose a new stakeholder engagement framework for companies to build, maintain, and continuously improve the culture and environment for facilitating social interactions.   Findings The authors’ proposed framework consists of three major phases: (1) identify and plan stakeholder management, (2) manage stakeholder engagement, and (3) sustain stakeholder engagement. The first phase entails organizations supporting a culture of trust, engaging, and empowering stakeholders, identifying stakeholders, planning for stakeholder management, and inquiring about problems in the process. The second phase requires engaging stakeholders via participatory buy-in. The third phase focuses on monitoring stakeholder relationships, including modifying strategies and plans.   Practical implications This study bears some valuable implications for practitioners. First, the stakeholder management process should be established upon a culture that promotes trust, engagement, and empowerment. Second, the authors identify tools that can assist in the execution of WFA activities. Third, the organizational team needs to actively manage the WFA stakeholders and then sustain the stakeholder relationships. Finally, the implementation of the framework herein can be supported and strengthened by tools and techniques that promote participation and buy-in from stakeholders to ensure the project team hears, trusts, and values their contributions.   Originality/value This study contributes to the existing literature and provides practical guidance for managers to effectively manage the workforce and engage stakeholders. "
pub.1150150506,ur.0663242321.49,UNF,"Mashanov, Vladimir",Biological Sciences,Twinkle twinkle brittle star: the draft genome of Ophioderma brevispinum (Echinodermata: Ophiuroidea) as a resource for regeneration research,"BackgroundEchinoderms are established models in experimental and developmental biology, however genomic resources are still lacking for many species. Here, we present the draft genome of Ophioderma brevispinum, an emerging model organism in the field of regenerative biology. This new genomic resource provides a reference for experimental studies of regenerative mechanisms.ResultsWe report a de novo nuclear genome assembly for the brittle star O. brevispinum and annotation facilitated by the transcriptome assembly. The final assembly is 2.68 Gb in length and contains 146,703 predicted protein-coding gene models. We also report a mitochondrial genome for this species, which is 15,831 bp in length, and contains 13 protein-coding, 22 tRNAs, and 2 rRNAs genes, respectively. In addition, 29 genes of the Notch signaling pathway are identified to illustrate the practical utility of the assembly for studies of regeneration.ConclusionsThe sequenced and annotated genome of O. brevispinum presented here provides the first such resource for an ophiuroid model species. Considering the remarkable regenerative capacity of this species, this genome will be an essential resource in future research efforts on molecular mechanisms regulating regeneration."
pub.1150155453,ur.012156464142.80,UNF,"LeBlanc, Kelly",Biomedical and Clinical Sciences,"Do Nutrition Students' and Professionals' Whole-Grain Knowledge, Perceptions, and Experiences Differ?","The purpose of this study was to investigate nutrition students' and professionals' knowledge, perceptions, and experiences with whole grains and the differences between the levels of nutrition experts. Participants completed an 18-question online survey from December 2020 to February 2021. Convenience, snowballing, and purposive recruitment strategies were used. Data were analyzed using descriptive statistics, regression, and correlation analysis. Participants (n = 472) included 2 groups: registered dietitians/registered dietitian nutritionists (n = 348) and dietetic intern and nutrition students (NUTRs) (n = 124). Both registered dietitian nutritionists and NUTRs were able to correctly identify whole-grain foods and had had high whole-grain knowledge. Registered dietitian nutritionists had a significantly positive relationship between categorizing whole grains and whole-grain health impacts, which was not seen for NUTRs. Registered dietitian nutritionists personally consumed an average of 13 different grains, whereas NUTRs consumed 11 grains (P < .001). More than 60% of all participants reported never consumed 7 unique grains (triticale, KAMUT, teff, spelt, sorghum, amaranth, and millet). Nutrition students and professionals are knowledgeable on whole-grain choices and their benefits yet are less experienced in their consumption of those grains. In order to inform and promote to the public whole-grain foods, nutrition students and professionals need to continue to boost their familiarity with diverse whole grains."
pub.1150155453,ur.015332726033.17,UNF,"Walker, Krystal",Biomedical and Clinical Sciences,"Do Nutrition Students' and Professionals' Whole-Grain Knowledge, Perceptions, and Experiences Differ?","The purpose of this study was to investigate nutrition students' and professionals' knowledge, perceptions, and experiences with whole grains and the differences between the levels of nutrition experts. Participants completed an 18-question online survey from December 2020 to February 2021. Convenience, snowballing, and purposive recruitment strategies were used. Data were analyzed using descriptive statistics, regression, and correlation analysis. Participants (n = 472) included 2 groups: registered dietitians/registered dietitian nutritionists (n = 348) and dietetic intern and nutrition students (NUTRs) (n = 124). Both registered dietitian nutritionists and NUTRs were able to correctly identify whole-grain foods and had had high whole-grain knowledge. Registered dietitian nutritionists had a significantly positive relationship between categorizing whole grains and whole-grain health impacts, which was not seen for NUTRs. Registered dietitian nutritionists personally consumed an average of 13 different grains, whereas NUTRs consumed 11 grains (P < .001). More than 60% of all participants reported never consumed 7 unique grains (triticale, KAMUT, teff, spelt, sorghum, amaranth, and millet). Nutrition students and professionals are knowledgeable on whole-grain choices and their benefits yet are less experienced in their consumption of those grains. In order to inform and promote to the public whole-grain foods, nutrition students and professionals need to continue to boost their familiarity with diverse whole grains."
pub.1150155453,ur.010763032160.65,UNF,"Marsh, Tamara",Biomedical and Clinical Sciences,"Do Nutrition Students' and Professionals' Whole-Grain Knowledge, Perceptions, and Experiences Differ?","The purpose of this study was to investigate nutrition students' and professionals' knowledge, perceptions, and experiences with whole grains and the differences between the levels of nutrition experts. Participants completed an 18-question online survey from December 2020 to February 2021. Convenience, snowballing, and purposive recruitment strategies were used. Data were analyzed using descriptive statistics, regression, and correlation analysis. Participants (n = 472) included 2 groups: registered dietitians/registered dietitian nutritionists (n = 348) and dietetic intern and nutrition students (NUTRs) (n = 124). Both registered dietitian nutritionists and NUTRs were able to correctly identify whole-grain foods and had had high whole-grain knowledge. Registered dietitian nutritionists had a significantly positive relationship between categorizing whole grains and whole-grain health impacts, which was not seen for NUTRs. Registered dietitian nutritionists personally consumed an average of 13 different grains, whereas NUTRs consumed 11 grains (P < .001). More than 60% of all participants reported never consumed 7 unique grains (triticale, KAMUT, teff, spelt, sorghum, amaranth, and millet). Nutrition students and professionals are knowledgeable on whole-grain choices and their benefits yet are less experienced in their consumption of those grains. In order to inform and promote to the public whole-grain foods, nutrition students and professionals need to continue to boost their familiarity with diverse whole grains."
pub.1150155453,ur.016425135625.29,UNF,"Xu, Jing",Health Sciences,"Do Nutrition Students' and Professionals' Whole-Grain Knowledge, Perceptions, and Experiences Differ?","The purpose of this study was to investigate nutrition students' and professionals' knowledge, perceptions, and experiences with whole grains and the differences between the levels of nutrition experts. Participants completed an 18-question online survey from December 2020 to February 2021. Convenience, snowballing, and purposive recruitment strategies were used. Data were analyzed using descriptive statistics, regression, and correlation analysis. Participants (n = 472) included 2 groups: registered dietitians/registered dietitian nutritionists (n = 348) and dietetic intern and nutrition students (NUTRs) (n = 124). Both registered dietitian nutritionists and NUTRs were able to correctly identify whole-grain foods and had had high whole-grain knowledge. Registered dietitian nutritionists had a significantly positive relationship between categorizing whole grains and whole-grain health impacts, which was not seen for NUTRs. Registered dietitian nutritionists personally consumed an average of 13 different grains, whereas NUTRs consumed 11 grains (P < .001). More than 60% of all participants reported never consumed 7 unique grains (triticale, KAMUT, teff, spelt, sorghum, amaranth, and millet). Nutrition students and professionals are knowledgeable on whole-grain choices and their benefits yet are less experienced in their consumption of those grains. In order to inform and promote to the public whole-grain foods, nutrition students and professionals need to continue to boost their familiarity with diverse whole grains."
pub.1150155453,ur.01302000265.19,UNF,"Hamadi, Hanadi Y.",Health Sciences,"Do Nutrition Students' and Professionals' Whole-Grain Knowledge, Perceptions, and Experiences Differ?","The purpose of this study was to investigate nutrition students' and professionals' knowledge, perceptions, and experiences with whole grains and the differences between the levels of nutrition experts. Participants completed an 18-question online survey from December 2020 to February 2021. Convenience, snowballing, and purposive recruitment strategies were used. Data were analyzed using descriptive statistics, regression, and correlation analysis. Participants (n = 472) included 2 groups: registered dietitians/registered dietitian nutritionists (n = 348) and dietetic intern and nutrition students (NUTRs) (n = 124). Both registered dietitian nutritionists and NUTRs were able to correctly identify whole-grain foods and had had high whole-grain knowledge. Registered dietitian nutritionists had a significantly positive relationship between categorizing whole grains and whole-grain health impacts, which was not seen for NUTRs. Registered dietitian nutritionists personally consumed an average of 13 different grains, whereas NUTRs consumed 11 grains (P < .001). More than 60% of all participants reported never consumed 7 unique grains (triticale, KAMUT, teff, spelt, sorghum, amaranth, and millet). Nutrition students and professionals are knowledgeable on whole-grain choices and their benefits yet are less experienced in their consumption of those grains. In order to inform and promote to the public whole-grain foods, nutrition students and professionals need to continue to boost their familiarity with diverse whole grains."
pub.1150155453,ur.011252000536.58,UNF,"Hicks-Roof, Kristen",Biomedical and Clinical Sciences,"Do Nutrition Students' and Professionals' Whole-Grain Knowledge, Perceptions, and Experiences Differ?","The purpose of this study was to investigate nutrition students' and professionals' knowledge, perceptions, and experiences with whole grains and the differences between the levels of nutrition experts. Participants completed an 18-question online survey from December 2020 to February 2021. Convenience, snowballing, and purposive recruitment strategies were used. Data were analyzed using descriptive statistics, regression, and correlation analysis. Participants (n = 472) included 2 groups: registered dietitians/registered dietitian nutritionists (n = 348) and dietetic intern and nutrition students (NUTRs) (n = 124). Both registered dietitian nutritionists and NUTRs were able to correctly identify whole-grain foods and had had high whole-grain knowledge. Registered dietitian nutritionists had a significantly positive relationship between categorizing whole grains and whole-grain health impacts, which was not seen for NUTRs. Registered dietitian nutritionists personally consumed an average of 13 different grains, whereas NUTRs consumed 11 grains (P < .001). More than 60% of all participants reported never consumed 7 unique grains (triticale, KAMUT, teff, spelt, sorghum, amaranth, and millet). Nutrition students and professionals are knowledgeable on whole-grain choices and their benefits yet are less experienced in their consumption of those grains. In order to inform and promote to the public whole-grain foods, nutrition students and professionals need to continue to boost their familiarity with diverse whole grains."
pub.1150192181,ur.0656750336.16,UNF,"Lane, Amy L.",Chemical Sciences,Biomimetic Total Synthesis of (+)-Nocardioazine B and Analogs,"Nocardioazines A and B are prenylated, bioactive pyrroloindoline natural products, isolated from <i>Nocardiopsis</i>, with a desymmetrized <i>cyclo</i>-d-Trp-d-Trp DKP core. Based on our deeper biosynthetic understanding, a biomimetic total synthesis of (+)-nocardioazine B is accomplished in merely seven steps and 23.2% overall yield. This pathway accesses regio- and stereoselectively C3-isoprenylated analogs of (+)-nocardioazine B, using the same number of steps and in similar efficiency. The successful strategy mandated that the biomimetic C3-prenylation step be executed early. The use of an unprotected carboxylic acid of Trp led to high diastereoselectivity toward formation of key intermediates <i>exo</i>-<b>12a</b>, <i>exo</i>-<b>12b</b>, and <i>exo</i>-<b>12c</b> (&gt;19:1). Evidence shows that <i>N</i>1-methylation causes the prenylation reaction to bifurcate away to result in a C2-normal-prenylated isomer. Nocardioazine A, possessing an isoprenoidal-epoxide bridge, inhibits P-glycoprotein (P-gp)-mediated membrane efflux, in multidrug-resistant mammalian colon cancer cells. As several P-gp inhibitors have failed due to their toxicity effects, endogenous amino-acid-derived noncytotoxic inhibitors (from the nocardioazine core) are worthy leads toward a rejuvenated strategy against resistant carcinomas. This total synthesis provides direct access to Trp-derived isoprenylated DKP natural products and their derivatives."
pub.1150270992,ur.013434307160.44,UNF,"Headley, Cortney",Education,Student representations of a community of practice,"The communities of practice (COP) framework is useful in understanding the effort to expand physics education into professional preparation. This framework prompts physics educators and physics education researchers to consider “what counts as doing physics” that we want to prepare students for and how we can model professional physics practice in our classrooms. We argue that this focus on community omits an important consideration of the student’s perceptions of the physics community, which informs how they navigate the community. We introduce the idea of a COP model to describe a student’s internal representation of the community’s goals and practices and their sense of membership within the community. The student develops their COP model in response to legitimate peripheral participation within the community and uses this model to extrapolate their experience of the local community to the global community. We describe how this construct shares similarities with other frameworks but retains distinct features that make it a helpful tool for analysis. We demonstrate the use of the COP model in the review of student interviews about the use of computational practices in the physics community. The COP model helps us interpret student responses in terms of their COP models’ alignment and misalignment with the physics community. We discuss implications for instruction and reflect on the utility of the COP-model construct."
pub.1150270992,ur.012636726560.65,UNF,"Lane, W. Brian",Education,Student representations of a community of practice,"The communities of practice (COP) framework is useful in understanding the effort to expand physics education into professional preparation. This framework prompts physics educators and physics education researchers to consider “what counts as doing physics” that we want to prepare students for and how we can model professional physics practice in our classrooms. We argue that this focus on community omits an important consideration of the student’s perceptions of the physics community, which informs how they navigate the community. We introduce the idea of a COP model to describe a student’s internal representation of the community’s goals and practices and their sense of membership within the community. The student develops their COP model in response to legitimate peripheral participation within the community and uses this model to extrapolate their experience of the local community to the global community. We describe how this construct shares similarities with other frameworks but retains distinct features that make it a helpful tool for analysis. We demonstrate the use of the COP model in the review of student interviews about the use of computational practices in the physics community. The COP model helps us interpret student responses in terms of their COP models’ alignment and misalignment with the physics community. We discuss implications for instruction and reflect on the utility of the COP-model construct."
pub.1150296139,ur.014472453705.75,UNF,"Quinn, N.",Health Sciences,What is the Connection Between Weight Inclusivity and Sexual Health?,
pub.1150296139,ur.015534510336.20,UNF,"Boggs, C.",Health Sciences,What is the Connection Between Weight Inclusivity and Sexual Health?,
pub.1150296139,ur.011732133420.33,UNF,"Terrell, K.",Health Sciences,What is the Connection Between Weight Inclusivity and Sexual Health?,
pub.1150296139,ur.07627017536.46,UNF,"Rule, M.",Health Sciences,What is the Connection Between Weight Inclusivity and Sexual Health?,
pub.1150296139,ur.0634752264.04,UNF,"Zeglin, R.",Psychology,What is the Connection Between Weight Inclusivity and Sexual Health?,
pub.1150296139,ur.011252000536.58,UNF,"Hicks-Roof, K.",Biomedical and Clinical Sciences,What is the Connection Between Weight Inclusivity and Sexual Health?,
pub.1150298465,ur.011252000536.58,UNF,"Hicks-Roof, K.",Biomedical and Clinical Sciences,Training Compassionate Educators- A Symposium Focused on Marginalized Communities,
pub.1150298573,ur.01213347266.19,UNF,"Sealey-Potts, C.",Biomedical and Clinical Sciences,Dietary and Lifestyle Practices of Individuals with Substantial Cardiovascular Risk Indicators,
pub.1150298573,ur.01035031577.44,UNF,"Witherspoon, D.",Biomedical and Clinical Sciences,Dietary and Lifestyle Practices of Individuals with Substantial Cardiovascular Risk Indicators,
pub.1150299066,ur.011252000536.58,UNF,"Hicks-Roof, K.",Biomedical and Clinical Sciences,Expanding the Reach of Nutrition Students and Professionals Through Virtual Mentoring via the RD Mentorship Program,
pub.1150304586,ur.012121456246.61,UNF,"Waterman, A.",Biomedical and Clinical Sciences,Nutrition Interventions Are Needed for Dementia Informal Caregivers,
pub.1150304586,ur.010732040045.21,UNF,"Labyak, C.",Biomedical and Clinical Sciences,Nutrition Interventions Are Needed for Dementia Informal Caregivers,
pub.1150304586,ur.01213347266.19,UNF,"Sealey-Potts, C.",Biomedical and Clinical Sciences,Nutrition Interventions Are Needed for Dementia Informal Caregivers,
pub.1150304586,ur.01025441731.01,UNF,"Wright, L.",Biomedical and Clinical Sciences,Nutrition Interventions Are Needed for Dementia Informal Caregivers,
pub.1150380468,ur.011712246603.79,UNF,"Maurya, Rakesh Kumar",Psychology,Counsellors' lived experiences of empathy & compassion: An interpretive phenomenological inquiry,"Abstract Empathy and compassion are critical elements in counselling presence and practice. The present interpretive phenomenological study explored counsellor lived experiences of empathy and compassion. Through interpretative phenomenological analysis, findings highlighted how counsellors experience compassion and empathy, how boundaries shape wellness and practice with clients, and the impact of empathy and compassion over a career. The findings suggest that self‐other differentiation is key while using empathy to develop a strong therapeutic alliance and counsellor self‐care. Implications inform how counsellors can maintain wellness and learn to foster empathy and compassion in practice."
pub.1150381173,ur.016172266723.67,UNF,"Cummings, Cristy E.",Human Society,Distorted Reality: A Commentary on DiMarco et al. (2022) and the Question of Male Sexual Victimization,"Our commentary responds to claims made by DiMarco and colleagues in an article published in this journal that the majority of victims of rape are men and that 80% of those who rape men are women. Although we strongly believe that studying male sexual victimization is a highly important research and policy endeavour, we have concerns with the approach taken by DiMarco and colleagues to discuss these incidents. Specifically, we critique their paper by addressing the definitions of rape used by the authors, questioning their interpretation of national victim surveys, evaluating their analysis of the underreporting of male rape, and highlighting the heteronormative framework they use to outline the landscape of male sexual victimization. With this commentary, we call for a holistic, nuanced, and balanced study of male sexual victimization that recognizes the reality of both female-on-male and male-on-male violence, the experiences of survivors, and multi-layered barriers that male victims often encounter."
pub.1150530720,ur.013332150161.54,UNF,"Naslund, Dag","Commerce, Management, Tourism and Services",A Conceptual Framework for Understanding the Purpose of Change Initiatives,"This paper develops a conceptual framework for understanding how organizations create an accepted purpose for organizational change initiatives related to business processes. The framework is based on a longitudinal study related to an Action Research project and the ‘higher level learning’ from using a performance measurement system for change initiatives. Over more than four years, we followed and measured the developments and progress in two separate, major change initiatives related to different business processes in one case organization. The framework has a specific focus on the need for a clear and accepted change purpose. It tries to explicate the nature of change purpose and proposes different interrelated attributes related to the clear content of a change purpose (relevant, justified, urgent, clear destination, clear scope and explicit goals) but also attributes of how the change purpose then should be communicated to be jointly accepted. This operationalization of the nature of change purpose could also inform the current general discussion on purpose related to leadership. MAD statement The intention of this article is to Make A Difference (MAD) by addressing problems with change readiness by focusing specifically on change purpose. We explicate the nature of change purpose and operationalize it, proposing a conceptual framework grounded in a longitudinal study of two major change initiatives. The framework could help organizations create an accepted purpose for organizational change initiatives related to business processes. We discuss attributes related to the clear content of a change purpose (relevant, justified, urgent, clear destination, clear scope and explicit goals) and how the change purpose should be communicated to be jointly accepted."
pub.1150561412,ur.07364775051.71,UNF,"Eltantawy, Reham","Commerce, Management, Tourism and Services",Understanding the governance of high-performing international buyer-supplier relationships in China using complexity-based contingencies,
pub.1150570791,ur.010254173030.88,UNF,"Park, Sinyoung",Health Sciences,What Determinants Affect Inpatient Satisfaction in a Post-Acute Care Rehabilitation Hospital?,"OBJECTIVE: To examine how specific hospital service domains (personal issues domain, discharge domain, rehabilitation doctor domain, nursing domain, physical therapist domain, occupational therapist domain, and food domain) influence final patient satisfaction scores, the overall quality of care, and willingness to recommend the hospital to others among patients in an inpatient rehabilitation hospital.
DESIGN: Longitudinal study.
SETTING: Patient-level data from electronic medical records were joined with Press Ganey (www.pressganey.com) satisfaction data for a single post-acute care inpatient rehabilitation facility in northeast Florida.
PARTICIPANTS: Patients who participated in the inpatient rehabilitation survey (N=4,785).
INTERVENTIONS: Not applicable.
MAIN OUTCOME MEASURES: Main outcome measures included final patient satisfaction scores, overall rating of care during the stay, and willingness to recommend the hospital to others.
RESULTS: This study found the personal issues domain to be the most important factor in determining the final patient satisfaction score, overall rating of care, and likelihood to recommend the hospital to others, followed by the physical therapist, nurse, discharge, and food domains (P<.0001). Within the personal issues domain score, staff promptness and explanation upon arrival were areas identified as opportunities to make improvements that would result in the greatest positive effect.
CONCLUSIONS: This work represents novel findings by investigating the major determinants of positive patient experience in a rehabilitation hospital setting. These findings provide actionable information to improve patient experience as well as where to focus improvement efforts using limited resources."
pub.1150570791,ur.016425135625.29,UNF,"Xu, Jing",Health Sciences,What Determinants Affect Inpatient Satisfaction in a Post-Acute Care Rehabilitation Hospital?,"OBJECTIVE: To examine how specific hospital service domains (personal issues domain, discharge domain, rehabilitation doctor domain, nursing domain, physical therapist domain, occupational therapist domain, and food domain) influence final patient satisfaction scores, the overall quality of care, and willingness to recommend the hospital to others among patients in an inpatient rehabilitation hospital.
DESIGN: Longitudinal study.
SETTING: Patient-level data from electronic medical records were joined with Press Ganey (www.pressganey.com) satisfaction data for a single post-acute care inpatient rehabilitation facility in northeast Florida.
PARTICIPANTS: Patients who participated in the inpatient rehabilitation survey (N=4,785).
INTERVENTIONS: Not applicable.
MAIN OUTCOME MEASURES: Main outcome measures included final patient satisfaction scores, overall rating of care during the stay, and willingness to recommend the hospital to others.
RESULTS: This study found the personal issues domain to be the most important factor in determining the final patient satisfaction score, overall rating of care, and likelihood to recommend the hospital to others, followed by the physical therapist, nurse, discharge, and food domains (P<.0001). Within the personal issues domain score, staff promptness and explanation upon arrival were areas identified as opportunities to make improvements that would result in the greatest positive effect.
CONCLUSIONS: This work represents novel findings by investigating the major determinants of positive patient experience in a rehabilitation hospital setting. These findings provide actionable information to improve patient experience as well as where to focus improvement efforts using limited resources."
